7929946,冰禹实验用剪刀不锈钢医用剪手术剪刀直尖弯尖手术直尖16cm不锈钢,27.00,True,冰禹（ICEY）实验室用品京东自营旗舰店
7929916,冰禹实验用剪刀不锈钢医用剪手术剪刀直尖弯尖眼科直尖10cm不锈钢,23.00,True,冰禹（ICEY）实验室用品京东自营旗舰店
7929960,冰禹实验用剪刀不锈钢医用剪手术剪刀直尖弯尖手术直尖18cm不锈钢,29.00,True,冰禹（ICEY）实验室用品京东自营旗舰店
100000409567,芯硅谷B6035高硼硅玻璃烧杯;低型烧杯;无最大容量刻度500ml1个,13.70,True,aladdin阿拉丁试剂京东自营旗舰店
100000409579,芯硅谷B6035高硼硅玻璃烧杯;低型烧杯;无最大容量刻度50ml1盒（24个）,132.20,True,aladdin阿拉丁试剂京东自营旗舰店
100000409559,芯硅谷B6035高硼硅玻璃烧杯;低型烧杯;无最大容量刻度500ml1盒（12个）,108.40,True,aladdin阿拉丁试剂京东自营旗舰店
31329982518,连华科技定量器加液器5ml1ml移液器1ml定量器：DLQ-1-0.7(加D试剂用),200.00,False,连华科技旗舰店
34156568355,日本进口ASONE广口塑料冲洗瓶RGP隐形眼镜OK镜喷码机清洗瓶500ml,20.00,False,红而发工业品专营店
32886648342,日本ASONE塑料洗瓶塑形镜OK镜喷码机冲洗瓶长嘴实验室浇水瓶壶窄口250ml,12.00,False,新鸳鸯工业品专营店
44417474679,pallSupor过滤膜聚醚砜滤膜pes滤膜水相过滤60305/60177142mm60305（0.2um）含普票价,1398.00,False,省惠实验器材专营店
8610823,ASONE1-8549-02ASONE一次性培养皿(EOG灭菌)φ55×171箱(10个/包x50包),376.11,True,ASONE亚速旺实验室耗材京东自营专区
8295516,ASONE6-7154-01三通道定时器WB9388(1个入),179.10,True,ASONE亚速旺实验室耗材京东自营专区
37851535398,水之国厌氧强化菌污水处理菌种水处理厌氧菌污水处理菌剂厌氧池厌氧塔沼气池等专用菌种茶色1kg/袋,120.00,False,水之国污水处理菌剂专营店
43212907973,友乐博(ULAB)巴氏吸管7ml塑料LDPE病理实验室耗材教学教具中学高中化学物理医用科研100支/中盒,17.90,False,友乐博实验室用品专营店
100002097010,美国福勒（Fowler）X7870单道手动可调移液器100-1000μL【可定制】,669.26,True,
42615568948,Kimble进口蓝盖瓶玻璃试剂瓶1002505001000mlGL45培养基瓶1000ml,70.95,False,耍酷电子商务工业品专营店
46714668958,定制封口膜PARAFILM10CM*38M实验室烧杯烧瓶培养皿封口PM996,231.00,False,兆之敬金属加工专营店
35457495751,美国进口3M3346Cavilon液体敷料3M3346无痛皮肤保护膜28ml康乐保造口护理护肤粉,79.20,False,拓新工业品专营店
100001185847,德国泛特（FORANT）81101331多孔式气体洗瓶容积：500ml,150.72,True,
44374669559,不锈钢酒精灯防爆酒精灯200ml400ml大火金属酒精灯规格齐全不锈钢酒精灯400ml,136.00,False,敏之轩化学工业品专营店
47563288738,康力迪一次性手术贴膜粘贴手术巾无菌手术贴膜45x45cm手术巾贴膜45cmx45cm【一盒15片】,283.50,False,红而发电子商务工业品专营店
